company_name,entry_region,2015Q1,2015Q2,2015Q3,2015Q4,2016Q1,2016Q2,2016Q3,2016Q4,2017Q1,2017Q2,2017Q3
"DOLE PACKAGED FOODS, LLC",EMEA,3530.48,0,3562.51,466.88,2655.35,2011.74,1626.16,6778.02,6406.79,2448.38,3252.71
"DOLE PACKAGED FOODS, LLC",NULL,1749.69,0,1452.56,2441.58,258.7,0,5107.55,6883.68,2874.18,5185.03,2492.59
DOLE SHARED SERVICES LIMITED,Americas,1835768.89,1912153.64,1872814.49,2396815.2,1987176.62,2272526.5,1940183.86,1978068.63,1609251.72,1807324.12,1451021.22
DOLE SHARED SERVICES LIMITED,APAC,1979.89,3384.32,5444.85,3423.1,2099.31,6056.25,3551.23,16.61,2107.68,1537.68,2948.31
DOLE SHARED SERVICES LIMITED,EMEA,27995.8,16366,20093.34,17690.31,6748.88,5759.72,24820.37,10810.21,10293.61,5253.4,15526.52
DOLE SHARED SERVICES LIMITED,NULL,1665.17,1431.98,5362.72,703.62,5601.39,1839.81,9558.37,2331.07,356.12,1730.37,2844.51
DOLL CAPITAL MANAGEMENT INC.,Americas,271405.39,331750.95,108206.4,443322.9,445998.8,298895.7,225892.31,435780.28,370378.67,261177.46,425073.54
DOLL CAPITAL MANAGEMENT INC.,APAC,230702.47,128923.12,94955.72,306445.15,242322.03,139157.14,176471.85,119023.31,406280.92,187940.92,310858.14
DOLL CAPITAL MANAGEMENT INC.,EMEA,10177.99,28339.61,2242.59,3860.82,14670.38,25130.35,3918.47,24375.94,4881.32,2102.14,5081.18
DOLL CAPITAL MANAGEMENT INC.,NULL,152.48,1065.81,0,3460.69,32.42,0,0,325.24,869.3,0,0
DOLLAR GENERAL CORPORATION,Americas,4816084.51,6129759.23,6199455.42,4667716.72,4266857.12,4601178.44,5018705.86,4909932.41,4847566.36,5693655.02,6795006.93
DOLLAR GENERAL CORPORATION,APAC,60098.51,56037.42,22134.17,38800.32,28703.32,9626.01,23179.99,13874.64,17504.69,28339.96,2433.28
DOLLAR GENERAL CORPORATION,EMEA,3652.48,8353.95,4969.03,4944.68,0,0,1240.49,307.62,5283.12,0.46,0
DOLLAR GENERAL CORPORATION,NULL,0,0,0,33.97,0,0,0,0,0,0,0
DOLLAR TREE,Americas,2109719.31,2533908.88,2684005.68,3176187.84,2711509.78,2746703.7,2718437.47,3146526.96,2143464.77,2605942.04,2693107.49
DOLLAR TREE,APAC,330706.63,114280.36,262873.08,86171.82,250013.91,67493.22,252329.91,93194.33,236584.31,112377.2,234928.63
DOLLAR TREE,EMEA,1.63,2498.47,789.66,22.11,0,7087.9,0,0,0,9467.37,250.32
DOMAINE CHANDON,Americas,136892.75,197571.42,227798.83,250483.65,104262.29,173550.68,167347.4,215547.7,136212.2,235086.97,185739.05
DOMAINE CHANDON,APAC,304.02,1049.53,885.21,0,257.33,42.58,345.14,1556.23,2815.26,1949.27,219.32
DOMAINE CHANDON,EMEA,3891.95,8364.82,6366.99,8513.6,1196.64,10415.73,831.68,133.65,4869.94,12471.6,1146.81
"DOMAINE SELECT WINE ESTATES, LLC",Americas,149099.03,274322.25,206764.68,154590.58,129854.98,117783.98,188358.93,262135.95,282108.72,372555.32,353824.08
"DOMAINE SELECT WINE ESTATES, LLC",APAC,0,44.8,0,928.66,0,0,44.21,0,0,0,393.91
"DOMAINE SELECT WINE ESTATES, LLC",EMEA,1243.51,4107.88,1615.72,1631.49,10.35,391.69,13667.84,742.42,92.41,5365.51,4186.61
"DOMAINE SELECT WINE ESTATES, LLC",NULL,7.93,0,0,0,0,0,506.66,0,0,51.18,0
DOMINION BIOLOGICALS LIMITED,Americas,149024.36,154221.64,139366.16,163689.95,169670.46,174733.52,109515.9,149128.94,118333.63,117644.84,103866.49
DOMINION BIOLOGICALS LIMITED,EMEA,4872.51,6436.19,11362.37,7221.58,15564.96,5935.55,8432.02,7376.29,3765.53,4437.11,470.07
"DOMINION DIAGNOSTICS, L.C.",Americas,240979.65,290561.05,278060.61,343817.48,193905.65,249889.26,230343.86,240895.26,283033.15,350004.32,275937.61
DOMINION ENTERPRISES,Americas,3235695.82,3226186,3278463.31,3859833.17,3054969.3,3487704.96,3423815.05,4103763.4,3045745.61,3265741.86,3389956.18
DOMINION ENTERPRISES,APAC,6566.38,6447.12,1500.13,8909.98,3052.01,5023.45,11397.45,2437.01,3745.89,3321,2960.35
DOMINION ENTERPRISES,EMEA,85259.28,82347.83,70844.73,76517.69,56284.12,109254.07,142095.95,158480.47,18129.33,25852.08,67963.83
DOMINION ENTERPRISES,NULL,2046.33,0,928.81,4172.46,1552.46,3626.03,2446.3,4447.09,2092.79,5308.8,6432.18
DOMINOS PIZZA LLC,Americas,3896430.26,4859636.37,4495406.11,5085047.17,4444446.62,4663473.37,5199945.7,5509234.43,5098311.7,5903277.24,5459970.86
DOMINOS PIZZA LLC,APAC,186040.83,173187.11,178666.79,346510.48,196554.11,228456.42,211914.89,333266.36,208817.88,268742.98,214395.1
DOMINOS PIZZA LLC,EMEA,149681.41,296027.09,170924.81,198925.75,184428.35,221814.18,180020.95,232207.4,166488.05,256319.75,260585.04
DOMINOS PIZZA LLC,NULL,75240.96,120661.55,88005.85,77075.47,97717.6,51804.76,114102.47,70474.61,76931,59046.29,83363.62
"DOMO, INC.",Americas,870123.13,1949543.34,2179831.3,2006721.23,1648065.95,2519465.2,1900497.92,2965310.44,2296910.45,2480694.74,1876553.7
"DOMO, INC.",APAC,301.61,27774.59,47436.15,56298.45,68983.15,76615.36,86919.04,75705.76,102746,104681.12,103185
"DOMO, INC.",EMEA,13930.37,8269.04,6204.83,34382.06,19333.8,32356.1,40947.29,68855.36,58779.63,72819.22,74636.26
"DOMO, INC.",NULL,0,0,0,0,0,0,0,112.54,0,0,0
DON EDWARD & COMPANY INC,Americas,887920.48,1480931.39,1349477.98,1169058.67,1188728.04,1463974.78,1039216.51,1047047.25,1202727.82,1215328.14,1231277.66
DON EDWARD & COMPANY INC,APAC,0,0,3222.91,228.8,2499.41,19.88,0,106.71,458.33,0,1190.63
DON EDWARD & COMPANY INC,EMEA,0,0,0,0,0,0,219.58,116.18,246.45,62.64,0
DON EDWARD & COMPANY INC,NULL,0,0,0,0,0,0,0,0,1185.81,0,0
"DONGHIA, INC.",Americas,233470.57,253791.37,293554.6,297723.32,241256.83,264508.52,268045.54,294389.1,279602.67,316918.54,294583.09
"DONGHIA, INC.",APAC,0,0,0,654.36,0,0,0,0,0,3336.64,0
"DONGHIA, INC.",EMEA,14053.23,7933.68,9086.45,7243.74,11229.07,15212.24,3298.77,4101.38,12434.33,22468.06,9248.02
"DONGHIA, INC.",NULL,674.93,2876.53,489.05,1373.13,881.71,1001.25,1096.58,740.92,1731.08,2285.57,1371.19
DONJON MARINE CO INC,Americas,537042.79,569557.55,573433.51,529968.27,456678.34,685886.86,430702.93,519814.62,314464.46,360950.3,495278.27
DONJON MARINE CO INC,APAC,0,0,0,0,0,0,0,600.43,0,211.91,0
DONJON MARINE CO INC,EMEA,9215.14,2263.33,3962.67,947.65,684.88,830.88,3005.74,1049.27,7251.37,2373.34,169.93
DONOR NETWORK OF ARIZONA,Americas,165747.94,182045.55,138140.42,171930.55,158429.62,197806.87,209577.49,224114.47,183931.63,240113.41,161531.55
DONUTS INC.,Americas,269732.13,240129.48,239561.13,226487.91,265755.47,209890.37,188474.68,219997.13,245021.58,218225.68,206141.73
DONUTS INC.,APAC,19707.26,1869.28,1083.02,2208.82,5381.31,1258.64,2614.73,14593.39,4873.97,9806.97,3746.12
DONUTS INC.,EMEA,3816.61,8237.82,13073.98,33637.93,8723.84,19723.59,13101.57,6002.03,10786.17,41915.92,8001.96
DOOSAN INFRACORE AMERICA CORPORATION,Americas,425616.45,782628.53,717344.46,877150.14,688588.8,786243.29,707786.85,940728.2,375541.66,346159.27,405803.65
DOOSAN INFRACORE AMERICA CORPORATION,APAC,11308.65,66051.47,17882.63,29165.85,25857.2,42135.76,72880.67,88330.45,14595.72,50888.21,9072.16
DOOSAN INFRACORE AMERICA CORPORATION,EMEA,4693.27,9052.67,9696.69,8581.09,3896.06,5557.22,1768.19,5933.17,0,352.29,129.15
DORF KETAL CHEMICALS LLC,Americas,261557.05,434386.43,228519.78,359865.98,424993.62,379757.65,329887.78,221232.79,175691.81,336985.98,289612.58
DORF KETAL CHEMICALS LLC,APAC,978.66,4831.59,2419.02,2780.08,5257.58,6180.27,3004.33,2333.76,1167.18,5836.19,2378.59
DORF KETAL CHEMICALS LLC,EMEA,13333.72,28439.6,2932.48,11060.95,8515.55,12021.31,8232.61,11558.04,3323.69,6448.61,9675.96
DOUGLAS LIGHTING CONTROLS INC,Americas,76115.92,118857.21,121131.04,106618.79,126422.32,146781.86,185049.03,166821.06,148195.33,159056.1,139489.1
DOUGLAS LIGHTING CONTROLS INC,APAC,0,0,0,0,0,21,52.2,1763.58,0,202.65,0
DOUGLAS LIGHTING CONTROLS INC,EMEA,0,29.7,0,87.8,673.9,0,0,0,0,0,478.54
DOUGLAS SCIENTIFIC,Americas,182112.42,295712.92,212549.44,133042.44,225226.37,86426.17,164301.46,340657.39,464875.22,370853.02,364749.94
DOUGLAS SCIENTIFIC,APAC,9004.26,18083.18,8909.85,6921.1,4144.48,2104.74,4866.66,9920.96,1629.95,6819.67,3997.13
DOUGLAS SCIENTIFIC,EMEA,12410.41,10730.58,12527.02,5796.87,1072.98,1499.18,6294.61,16484.27,15980.25,16155.82,16602.95
DOUMAK INC.,Americas,50583.12,57658.6,35005.04,63143.33,59705.48,40247.69,39290.16,44448.5,45849.21,48962.9,25088.98
DOUMAK INC.,EMEA,3764.78,0,0,2574.13,2313.48,0,0,1487.4,4459,0,0
DOVER CORPORATION,Americas,11985010.48,13672639.25,13335279.19,17042522.19,14160839.66,15927432.01,15121760.81,16379519.74,17354735.98,23261349.53,20020337.07
DOVER CORPORATION,APAC,105863.54,140526.54,109203.1,175404.35,119280.06,165994.67,146454.49,168186.16,100858.18,171001.89,167066.82
DOVER CORPORATION,EMEA,245622.78,237885.9,261557.1,365778.64,314994.86,496585.72,374747.74,395206.39,281631.14,404820.55,309630.84
DOVER CORPORATION,NULL,1434.64,5098.34,1361.09,8050.65,1401.6,6192.59,11089.18,7570.22,8711.32,12421.86,6355.87
DOWNEAST OUTFITTERS,Americas,488722.16,510430.68,517292.19,453203.53,181515.56,207850.16,199966.81,244801.94,171363.51,154741.02,225064.83
DOWNEAST OUTFITTERS,APAC,920.54,203.48,4213.48,1242.56,278.66,312,1688.18,2313.28,0,2817.08,915.9
DOWNEAST OUTFITTERS,EMEA,0,0,0,192.47,0,0,918.84,0,0,290.37,1.02
DOWNER EDI SERVICES PTY LTD.,Americas,121292.27,113105.79,78474.61,109850.39,72419.41,87857.39,139006.06,92805.1,68905.98,158249.02,69654.77
DOWNER EDI SERVICES PTY LTD.,APAC,12758472.97,12087984.84,9859412.6,11995180.61,11950793.5,12534239.66,12879429.04,11778754.07,12643834.18,14054419.26,12908335.65
DOWNER EDI SERVICES PTY LTD.,EMEA,44220.65,25462.09,20987.91,7823.06,24108.76,32825.19,20364.51,58209.06,45499.74,127556.93,66690.67
DOWNER EDI SERVICES PTY LTD.,NULL,0,2187.05,0,0,0,0,0,0,0,0,0
DOWNTOWN CORNERSTONE CHURCH,Americas,12761.26,48024.15,27221.93,33202.29,18951.76,36647.14,21728.95,32882.18,44276.39,53987.22,22204.63
"DPJJ, LLC DBA WIRELESS SERVICES",Americas,99228.63,73037.45,93215.94,146679.44,62572.77,79329.73,80098.06,112434.17,94836.63,102351.56,134221.61
"DPJJ, LLC DBA WIRELESS SERVICES",APAC,0,0,0,0,0,0,0,0,0,0,8.17
"DPR CONSTRUCTION, A GENERAL PARTNERSHIP",Americas,2898226.8,3530242.73,4162709.7,3944623.65,3687476.48,4160272.19,4541072.12,5584356.88,4306647.79,5321486.83,5102346.59
"DPR CONSTRUCTION, A GENERAL PARTNERSHIP",APAC,0,0,0,85,0,316.28,0,13688.72,6788.08,6290.56,3507.65
"DPR CONSTRUCTION, A GENERAL PARTNERSHIP",EMEA,357.28,655.57,0,14.17,351.68,107.67,220.23,1758.03,302.5,1275.88,0
"DPT LABORATORIES, LTD.",Americas,87441.59,177518.63,202682.43,343605.61,333990.88,342770.4,141755.63,237728.52,218877.06,294704.43,262960.28
"DPT LABORATORIES, LTD.",EMEA,165.06,0,0,34.32,0,0,0,7061.78,0,6296,-3108.11
"DPT LABORATORIES, LTD.",NULL,234.55,5340.63,554.29,8291.11,0,0,0,921.09,0,5440.68,3311.18
DR DENNIS GROSS SKINCARE.COM,Americas,251024.68,294417.26,310488.64,367634.72,262234.21,394673.77,326233.56,470264.61,325773.79,406239.87,329046.92
DR DENNIS GROSS SKINCARE.COM,APAC,0,0,0,0,366.75,3431.81,0,0,0,1842.56,0
DR DENNIS GROSS SKINCARE.COM,EMEA,0,0,1762.73,3300.36,18785.06,456.52,529.92,5484.55,24628.8,9207.47,12159.23
DR. FIRST,Americas,240823.75,329771.25,298709.73,421656.05,430720.99,397882.75,333495.81,368166.41,373595.04,387836.28,388241.52
DR. FIRST,APAC,118.65,0,9.74,0,0,294.9,0,0,0,0,0
DR. FIRST,EMEA,0,0,187.21,15.89,0,0,0,0,0,0,0
DR. PEPPER SNAPPLE GROUP,Americas,13351682.66,15035308.01,13161822.93,14821455.83,14570910.32,15077677.5,12647268.74,14379832.62,14090897.26,14430955.97,12406594.88
DR. PEPPER SNAPPLE GROUP,APAC,11575.89,13593.1,8267.2,2789.56,10310.45,16555.54,4655.52,5029.38,1094.35,10367.03,3370.46
DR. PEPPER SNAPPLE GROUP,EMEA,88278.79,418856.25,230245.64,23855.81,85343.14,141410.64,250887.94,212845.6,3687.96,15182.13,9982.24
DR. PEPPER SNAPPLE GROUP,NULL,0,0,206.73,5.67,0,138.36,116.29,599.04,0,0,125443.16
"DR. REDDYS LABORATORIES, INC.",Americas,2063015.7,1940946.3,1835274.55,1865074.37,2385048.92,2039380.85,2529479.71,2097997.43,2004252.45,1634906.7,1719447.65
"DR. REDDYS LABORATORIES, INC.",APAC,53489.77,27193.36,51022.77,43135.32,40850.54,32658.26,28720.98,34600.38,35077.06,20659.19,16131.77
"DR. REDDYS LABORATORIES, INC.",EMEA,16451.02,26496.33,12596.34,28606.03,24766.57,14630.21,26083.68,14698.34,25125.98,25999.68,16284.61
"DR. REDDYS LABORATORIES, INC.",NULL,6178.8,3494.36,2917.75,1933.72,5780.16,1619.51,2641.93,1429.76,4842.21,1638.45,473.65
DRAEGER MEDICAL SYSTEMS,Americas,4010312.65,4643548.78,3662422.27,4273605.73,3215287.77,3742029.9,3550857.05,3769607.75,3268370.98,3849654.56,3585184.05
DRAEGER MEDICAL SYSTEMS,APAC,24825.36,34064.01,15137.22,15431.17,10803.22,12200.06,8664.88,10364.2,3728.85,25145.44,12792.54
DRAEGER MEDICAL SYSTEMS,EMEA,590333.25,774519.53,682818.04,821013.45,479533.82,488884.29,475091.55,623285.14,414807.98,516899.57,531256.31
DRAEGER MEDICAL SYSTEMS,NULL,2752.25,3883.92,2937.54,4023,2455.1,2443.92,1800.13,2873.36,2001.16,4246.31,1176.31
DRAEXLMAIER AUTOMOTIVE,Americas,341858.78,342919.08,170115.53,190876.88,180682.02,196482.07,106102.33,123832.12,138295.91,170366.12,171483.21
DRAEXLMAIER AUTOMOTIVE,APAC,0,2033.73,1190.69,529.54,817.56,3656.39,457.35,1153.7,0,0,0
DRAEXLMAIER AUTOMOTIVE,EMEA,21273.53,11739.81,19286.79,29540.34,23709.16,26676.36,15223.67,27796.2,13795.03,25747.37,38061.45
DRAGON WAVE,Americas,31565.95,110465.27,55118.48,35328.5,27222.21,43327.13,39869.26,49639.9,55267.94,36682.98,7427.06
DRAGON WAVE,APAC,0,1672.72,1340.39,1975.15,1265.7,1517,806.7,1640.66,2182.7,2801.37,1207.04
DRAGON WAVE,EMEA,2284.85,8099.85,4045.56,5246.55,6984.1,854.13,1334.1,7581.93,3585.03,0,0
DRAKA CABLETEQ HOLDINGS USA INC,Americas,623481.41,654914.94,1081089.22,1236604.02,1009841.28,1247980.6,1125836.44,1337835.36,1198483.89,1388086.1,1266475.35
DRAKA CABLETEQ HOLDINGS USA INC,APAC,17141.12,9513.36,10051.33,5156.57,5650.92,9044.42,9596.88,3126.71,7160.66,7616.82,6640.14
DRAKA CABLETEQ HOLDINGS USA INC,EMEA,55422.62,55678.32,27734.81,66153.45,44791.87,35774.72,24217.88,52331.77,43683.46,63765,38883.15
DRAKA CABLETEQ HOLDINGS USA INC,NULL,678.84,338.67,18.88,130.08,314.15,276.17,238.19,422.47,289.23,413.26,798.55
"DRAPER AND KRAMER, INCORPORATED",Americas,518803.26,556367.86,504043.39,510621.93,670229.03,581244.28,609053,612851.98,599314.5,651291.55,879358.7
"DRAPER AND KRAMER, INCORPORATED",APAC,0,0,0,0,0,4739.63,0,0,0,0,0
"DRAPER AND KRAMER, INCORPORATED",NULL,0,0,0,0,0,0,0,0,0,0,13.75
"DREAMHOST, LLC",Americas,824682.38,1221658.66,892114.74,1040366.98,1020079.17,607010.09,610376.41,512729.06,543223.64,691041.24,557153.27
"DREAMHOST, LLC",APAC,802.63,5709.22,2926.04,13562.23,0,0,637.67,0,0,92.7,47.84
"DREAMHOST, LLC",EMEA,101.05,718.75,2070.02,173.17,162.59,733.97,1957.52,2201.06,8.61,2474.44,2461.99
